From	To
Q5U5X0	LYRM7
Q5THJ4	VPS13D
Q5TFE4	NT5DC1
Q5TEJ8	THEMIS2
Q5TDH0	DDI2
Q5TCZ1	SH3PXD2A
Q5TCY1	TTBK1
Q5TCS8	AK9
Q5TC12	ATPAF1
Q5TBB1	RNASEH2B
Q5TAQ9	DCAF8
Q5TAH2	SLC9C2
Q5T8P6	RBM26
Q5T6V5	C9orf64
Q5T6F2	UBAP2
Q5T653	MRPL2
Q5T4T6	SYCP2L
Q5T4S7	UBR4
Q5T447	HECTD3
Q5T440	IBA57
Q5T2E6	ARMH3
Q5T1M5	FKBP15
Q5T1C6	THEM4
Q5T0F9	CC2D1B
Q5SZK8	FREM2
Q5SY16	NOL9
Q5SW79	CEP170
Q5SV97	PERM1
Q5SSJ5	HP1BP3
Q5SRE5	NUP188
Q5RKV6	EXOSC6
Q5R3I4	TTC38
Q5R372	RABGAP1L
Q5QJ74	TBCEL
Q5PRF9	SAMD4B
Q5MNZ6	WDR45B
Q5JWR5	DOP1A
Q5JVS0	HABP4
Q5JVL4	EFHC1
Q5JTZ9	AARS2
Q5JTY5	CBWD3
Q5JTJ3	COA6
Q5JTH9	RRP12
Q5JTD0	TJAP1
Q5JSZ5	PRRC2B
Q5JST6	EFHC2
Q5JSL3	DOCK11
Q5JSH3	WDR44
Q5JS54	PSMG4
Q5JRX3	PITRM1
Q5JR59	MTUS2
Q5JQF8	PABPC1L2A
Q5JQF8	PABPC1L2B
Q5JNZ5	RPS26P11
Q5I0G3	MDH1B
Q5HYK3	COQ5
Q5HY64	FAM47C
Q5H9R7	PPP6R3
Q5H9B9	BMP2KL
Q5H913	ARL13A
Q5GH70	XKR9
Q5F1R6	DNAJC21
Q5EBL8	PDZD11
Q5EBL4	RILPL1
Q5BKZ1	ZNF326
Q59GN2	RPL39P5
Q58WW2	DCAF6
Q58FG1	HSP90AA4P
Q562E7	WDR81
Q53T59	HS1BP3
Q53S33	BOLA3
Q53HC9	EIPR1
Q53H96	PYCR3
Q53H82	LACTB2
Q53GS9	USP39
Q53GQ0	HSD17B12
Q53GG5	PDLIM3
Q53FT3	HIKESHI
Q53F19	NCBP3
Q53EZ4	CEP55
Q53ET0	CRTC2
Q53EL6	PDCD4
Q52LR7	EPC2
Q52LJ0	FAM98B
Q504U0	C4orf46
Q502W6	VWA3B
Q4ZG55	GREB1
Q4VCS5	AMOT
Q4VC31	CCDC58
Q4VC05	BCL7A
Q4V328	GRIPAP1
Q4LE39	ARID4B
Q4LDG9	DNAL1
Q4L235	AASDH
Q4KMP7	TBC1D10B
Q4J6C6	PREPL
Q4G0X4	KCTD21
Q4G0P3	HYDIN
Q4G0N4	NADK2
Q4G0J3	LARP7
Q4G0F5	VPS26B
Q4ADV7	RIC1
Q49B96	COX19
Q49AR2	C5orf22
Q49AM3	TTC31
Q49A26	GLYR1
Q3ZCW2	LGALSL
Q3ZCM7	TUBB8
Q3YEC7	RABL6
Q3T8J9	GON4L
Q3SY69	ALDH1L2
Q3MHD2	LSM12
Q3LXA3	TKFC
Q3KQV9	UAP1L1
Q3KQU3	MAP7D1
Q3B7T1	EDRF1
Q32P44	EML3
Q32P41	TRMT5
Q32P28	P3H1
Q32MZ4	LRRFIP1
Q2VPK5	CTU2
Q2VIR3	EIF2S3B
Q2TB10	ZNF800
Q2TAZ0	ATG2A
Q2TAY7	SMU1
Q2TAL8	QRICH1
Q2TAA2	IAH1
Q2NL82	TSR1
Q2NKX8	ERCC6L
Q2M389	WASHC4
Q2M2I8	AAK1
Q2KHT3	CLEC16A
Q2KHR3	QSER1
Q2HXU8	CLEC12B
Q29RF7	PDS5A
Q29983	MICA
Q27J81	INF2
Q1KMD3	HNRNPUL2
Q17RR3	PNLIPRP3
Q17R31	TATDN3
Q16890	TPD52L1
Q16881	TXNRD1
Q16877	PFKFB4
Q16875	PFKFB3
Q16864	ATP6V1F
Q16851	UGP2
Q16836	HADH
Q16822	PCK2
Q16790	CA9
Q16775	HAGH
Q16774	GUK1
Q16773	KYAT1
Q16763	UBE2S
Q16762	TST
Q16740	CLPP
Q16718	NDUFA5
Q16698	DECR1
Q16696	CYP2A13
Q16658	FSCN1
Q16656	NRF1
Q16644	MAPKAPK3
Q16643	DBN1
Q16637	SMN1
Q16637	SMN2
Q16630	CPSF6
Q16629	SRSF7
Q16626	MEA1
Q16625	OCLN
Q16595	FXN
Q16576	RBBP7
Q16555	DPYSL2
Q16543	CDC37
Q16539	MAPK14
Q16537	PPP2R5E
Q16531	DDB1
Q16527	CSRP2
Q16513	PKN2
Q16512	PKN1
Q16222	UAP1
Q16204	CCDC6
Q16186	ADRM1
Q16181	SEPTIN7
Q16143	SNCB
Q15942	ZYX
Q15910	EZH2
Q15907	RAB11B
Q15853	USF2
Q15843	NEDD8
Q15836	VAMP3
Q15833	STXBP2
Q15831	STK11
Q15819	UBE2V2
Q15814	TBCC
Q15813	TBCE
Q15811	ITSN1
Q15785	TOMM34
Q15773	MLF2
Q15772	SPEG
Q15758	SLC1A5
Q15750	TAB1
Q15717	ELAVL1
Q15691	MAPRE1
Q15654	TRIP6
Q15651	HMGN3
Q15648	MED1
Q15645	TRIP13
Q15643	TRIP11
Q15642	TRIP10
Q15637	SF1
Q15633	TARBP2
Q15631	TSN
Q15582	TGFBI
Q15572	TAF1C
Q15555	MAPRE2
Q15554	TERF2
Q15545	TAF7
Q15532	SS18
Q15528	MED22
Q15527	SURF2
Q15506	SPA17
Q15477	SKIV2L
Q15464	SHB
Q15459	SF3A1
Q15437	SEC23B
Q15436	SEC23A
Q15435	PPP1R7
Q15431	SYCP1
Q15428	SF3A2
Q15427	SF3B4
Q15424	SAFB
Q15418	RPS6KA1
Q15417	CNN3
Q15413	RYR3
Q15404	RSU1
Q15398	DLGAP5
Q15393	SF3B3
Q15386	UBE3C
Q15382	RHEB
Q15370	ELOB
Q15369	ELOC
Q15366	PCBP2
Q15365	PCBP1
Q15345	LRRC41
Q15334	LLGL1
Q15293	RCN1
Q15291	RBBP5
Q15287	RNPS1
Q15286	RAB35
Q15276	RABEP1
Q15274	QPRT
Q15269	PWP2
Q15257	PTPA
Q15233	NONO
Q15185	PTGES3
Q15181	PPA1
Q15172	PPP2R5A
Q15170	TCEAL1
Q15154	PCM1
Q15149	PLEC
Q15126	PMVK
Q15121	PEA15
Q15102	PAFAH1B3
Q15084	PDIA6
Q15075	EEA1
Q15067	ACOX1
Q15061	WDR43
Q15059	BRD3
Q15056	EIF4H
Q15054	POLD3
Q15050	RRS1
Q15047	SETDB1
Q15046	KARS1
Q15042	RAB3GAP1
Q15041	ARL6IP1
Q15038	DAZAP2
Q15032	R3HDM1
Q15031	LARS2
Q15029	EFTUD2
Q15024	EXOSC7
Q15022	SUZ12
Q15021	NCAPD2
Q15020	SART3
Q15019	SEPTIN2
Q15018	ABRAXAS2
Q15014	MORF4L2
Q15008	PSMD6
Q15007	WTAP
Q15006	EMC2
Q15004	PCLAF
Q15003	NCAPH
Q14CZ7	FASTKD3
Q14CX7	NAA25
Q14C86	GAPVD1
Q14999	CUL7
Q14997	PSME4
Q14980	NUMA1
Q14978	NOLC1
Q14974	KPNB1
Q14966	ZNF638
Q14919	DRAP1
Q14896	MYBPC3
Q14894	CRYM
Q14847	LASP1
Q14839	CHD4
Q14790	CASP8
Q14789	GOLGB1
Q14746	COG2
Q14739	LBR
Q14738	PPP2R5D
Q14697	GANAB
Q14696	MESD
Q14694	USP10
Q14690	PDCD11
Q14684	RRP1B
Q14683	SMC1A
Q14677	CLINT1
Q14676	MDC1
Q14671	PUM1
Q14669	TRIP12
Q14657	LAGE3
Q14653	IRF3
Q14651	PLS1
Q14571	ITPR2
Q14566	MCM6
Q14562	DHX8
Q14558	PRPSAP1
Q14541	HNF4G
Q14527	HLTF
Q14524	SCN5A
Q14498	RBM39
Q14469	HES1
Q14444	CAPRIN1
Q14376	GALE
Q14353	GAMT
Q14320	FAM50A
Q14318	FKBP8
Q14315	FLNC
Q14258	TRIM25
Q14257	RCN2
Q14247	CTTN
Q14244	MAP7
Q14241	ELOA
Q14240	EIF4A2
Q14232	EIF2B1
Q14204	DYNC1H1
Q14203	DCTN1
Q14202	ZMYM3
Q14188	TFDP2
Q14181	POLA2
Q14168	MPP2
Q14166	TTLL12
Q14161	GIT2
Q14160	SCRIB
Q14157	UBAP2L
Q14152	EIF3A
Q14151	SAFB2
Q14146	URB2
Q14141	SEPTIN6
Q14139	UBE4A
Q14137	BOP1
Q14126	DSG2
Q14118	DAG1
Q14103	HNRNPD
Q14061	COX17
Q14019	COTL1
Q14011	CIRBP
Q14008	CKAP5
Q14004	CDK13
Q13951	CBFB
Q13948	CUX1
Q13939	CCIN
Q13907	IDI1
Q13895	BYSL
Q13886	KLF9
Q13885	TUBB2A
Q13868	EXOSC2
Q13867	BLMH
Q13838	DDX39B
Q13823	GNL2
Q13813	SPTAN1
Q13769	THOC5
Q13765	NACA
Q13724	MOGS
Q13685	AAMP
Q13671	RIN1
Q13643	FHL3
Q13642	FHL1
Q13630	TSTA3
Q13620	CUL4B
Q13618	CUL3
Q13617	CUL2
Q13616	CUL1
Q13613	MTMR1
Q13610	PWP1
Q13601	KRR1
Q13596	SNX1
Q13595	TRA2A
Q13576	IQGAP2
Q13573	SNW1
Q13572	ITPK1
Q13564	NAE1
Q13561	DCTN2
Q13557	CAMK2D
Q13555	CAMK2G
Q13547	HDAC1
Q13546	RIPK1
Q13542	EIF4EBP2
Q13541	EIF4EBP1
Q13535	ATR
Q13526	PIN1
Q13523	PRPF4B
Q13510	ASAH1
Q13509	TUBB3
Q13503	MED21
Q13501	SQSTM1
Q13492	PICALM
Q13485	SMAD4
Q13464	ROCK1
Q13459	MYO9B
Q13454	TUSC3
Q13451	FKBP5
Q13449	LSAMP
Q13442	PDAP1
Q13439	GOLGA4
Q13438	OS9
Q13435	SF3B2
Q13428	TCOF1
Q13427	PPIG
Q13426	XRCC4
Q13425	SNTB2
Q13424	SNTA1
Q13421	MSLN
Q13418	ILK
Q13416	ORC2
Q13409	DYNC1I2
Q13405	MRPL49
Q13404	UBE2V1
Q13393	PLD1
Q13371	PDCL
Q13363	CTBP1
Q13362	PPP2R5C
Q13347	EIF3I
Q13330	MTA1
Q13315	ATM
Q13310	PABPC4
Q13309	SKP2
Q13308	PTK7
Q13283	G3BP1
Q13263	TRIM28
Q13257	MAD2L1
Q13247	SRSF6
Q13243	SRSF5
Q13242	SRSF9
Q13228	SELENBP1
Q13217	DNAJC3
Q13203	MYBPH
Q13200	PSMD2
Q13191	CBLB
Q13188	STK3
Q13185	CBX3
Q13177	PAK2
Q13164	MAPK7
Q13162	PRDX4
Q13158	FADD
Q13155	AIMP2
Q13153	PAK1
Q13151	HNRNPA0
Q13148	TARDBP
Q13144	EIF2B5
Q13136	PPFIA1
Q13131	PRKAA1
Q13126	MTAP
Q13123	IK
Q13112	CHAF1B
Q13098	GPS1
Q13085	ACACA
Q13084	MRPL28
Q13057	COASY
Q13045	FLII
Q13043	STK4
Q13042	CDC16
Q13033	STRN3
Q13017	ARHGAP5
Q13011	ECH1
Q13002	GRIK2
Q12996	CSTF3
Q12986	NFX1
Q12982	BNIP2
Q12979	ABR
Q12974	PTP4A2
Q12972	PPP1R8
Q12962	TAF10
Q12959	DLG1
Q12955	ANK3
Q12933	TRAF2
Q12931	TRAP1
Q12913	PTPRJ
Q12906	ILF3
Q12905	ILF2
Q12904	AIMP1
Q12899	TRIM26
Q12894	IFRD2
Q12888	TP53BP1
Q12874	SF3A3
Q12872	SFSWAP
Q12849	GRSF1
Q12841	FSTL1
Q12840	KIF5A
Q12834	CDC20
Q12830	BPTF
Q12824	SMARCB1
Q12816	TRO
Q12800	TFCP2
Q12792	TWF1
Q12789	GTF3C1
Q12788	TBL3
Q12769	NUP160
Q12768	WASHC5
Q12765	SCRN1
Q12756	KIF1A
Q10713	PMPCA
Q10588	BST1
Q10570	CPSF1
Q10567	AP1B1
Q0VF96	CGNL1
Q0VDG4	SCRN3
Q0VDF9	HSPA14
Q0P6D6	CCDC15
Q0JRZ9	FCHO2
Q09666	AHNAK
Q09472	EP300
Q09161	NCBP1
Q09028	RBBP4
Q08J23	NSUN2
Q08AM6	VAC14
Q08AH1	ACSM1
Q08AF3	SLFN5
Q08945	SSRP1
Q08752	PPID
Q08623	PUDP
Q08554	DSC1
Q08380	LGALS3BP
Q08378	GOLGA3
Q08257	CRYZ
Q08211	DHX9
Q08209	PPP3CA
Q08170	SRSF4
Q07960	ARHGAP1
Q07955	SRSF1
Q07954	LRP1
Q07866	KLC1
Q07864	POLE
Q07812	BAX
Q07666	KHDRBS1
Q07157	TJP1
Q07092	COL16A1
Q07065	CKAP4
Q07021	C1QBP
Q07020	RPL18
Q06830	PRDX1
Q06787	FMR1
Q06546	GABPA
Q06481	APLP2
Q06413	MEF2C
Q06323	PSME1
Q06265	EXOSC9
Q06210	GFPT1
Q06203	PPAT
Q06190	PPP2R3A
Q06124	PTPN11
Q05BV3	EML5
Q05932	FPGS
Q05707	COL14A1
Q05682	CALD1
Q05655	PRKCD
Q05639	EEF1A2
Q05519	SRSF11
Q05397	PTK2
Q05209	PTPN12
Q05086	UBE3A
Q05048	CSTF1
Q04917	YWHAH
Q04837	SSBP1
Q04760	GLO1
Q04727	TLE4
Q04726	TLE3
Q04637	EIF4G1
Q04446	GBE1
Q04323	UBXN1
Q04206	RELA
Q03519	TAP2
Q03431	PTH1R
Q03426	MVK
Q03154	ACY1
Q03001	DST
Q02952	AKAP12
Q02880	TOP2B
Q02878	RPL6
Q02818	NUCB1
Q02809	PLOD1
Q02790	FKBP4
Q02750	MAP2K1
Q02543	RPL18A
Q02487	DSC2
Q02386	ZNF45
Q02363	ID2
Q02252	ALDH6A1
Q02241	KIF23
Q02218	OGDH
Q01970	PLCB3
Q01968	OCRL
Q01844	EWSR1
Q01814	ATP2B2
Q01813	PFKP
Q01780	EXOSC10
Q01664	TFAP4
Q01658	DR1
Q01581	HMGCS1
Q01518	CAP1
Q01484	ANK2
Q01469	FABP5
Q01459	CTBS
Q01433	AMPD2
Q01167	FOXK2
Q01130	SRSF2
Q01105	SET
Q01085	TIAL1
Q01082	SPTBN1
Q01081	U2AF1
Q00975	CACNA1B
Q00839	HNRNPU
Q00796	SORD
Q00765	REEP5
Q00688	FKBP3
Q00653	NFKB2
Q00613	HSF1
Q00610	CLTC
Q00577	PURA
Q00536	CDK16
Q00535	CDK5
Q00534	CDK6
Q00403	GTF2B
Q00341	HDLBP
Q00169	PITPNA
Q00013	MPP1
P99999	CYCS
P98179	RBM3
P98175	RBM10
P98171	ARHGAP4
P98170	XIAP
P98073	TMPRSS15
P86791	CCZ1
P85037	FOXK1
P84243	H3-3A
P84243	H3-3B
P84103	SRSF3
P84101	SERF2
P84098	RPL19
P84090	ERH
P84085	ARF5
P84077	ARF1
P83916	CBX1
P83881	RPL36A
P83876	TXNL4A
P83731	RPL24
P83436	COG7
P83111	LACTB
P82979	SARNP
P82970	HMGN5
P82933	MRPS9
P82930	MRPS34
P82912	MRPS11
P82909	MRPS36
P82675	MRPS5
P82673	MRPS35
P82664	MRPS10
P82663	MRPS25
P82650	MRPS22
P82094	TMF1
P81274	GPSM2
P80723	BASP1
P80404	ABAT
P80303	NUCB2
P79522	PRR3
P78560	CRADD
P78559	MAP1A
P78540	ARG2
P78537	BLOC1S1
P78527	PRKDC
P78417	GSTO1
P78406	RAE1
P78371	CCT2
P78363	ABCA4
P78362	SRPK2
P78356	PIP4K2B
P78347	GTF2I
P78346	RPP30
P78345	RPP38
P78344	EIF4G2
P78330	PSPH
P78318	IGBP1
P78316	NOP14
P78310	CXADR
P68431	H3C1
P68431	H3C10
P68431	H3C11
P68431	H3C12
P68431	H3C2
P68431	H3C3
P68431	H3C4
P68431	H3C6
P68431	H3C7
P68431	H3C8
P68402	PAFAH1B2
P68400	CSNK2A1
P68371	TUBB4B
P68366	TUBA4A
P68363	TUBA1B
P68133	ACTA1
P68104	EEF1A1
P68036	UBE2L3
P67936	TPM4
P67870	CSNK2B
P67809	YBX1
P67775	PPP2CA
P63313	TMSB10
P63279	UBE2I
P63272	SUPT4H1
P63267	ACTG2
P63261	ACTG1
P63244	RACK1
P63241	EIF5A
P63220	RPS21
P63208	SKP1
P63173	RPL38
P63172	DYNLT1
P63167	DYNLL1
P63165	SUMO1
P63162	SNRPN
P63151	PPP2R2A
P63146	UBE2B
P63104	YWHAZ
P63098	PPP3R1
P63027	VAMP2
P63010	AP2B1
P63000	RAC1
P62995	TRA2B
P62993	GRB2
P62987	UBA52
P62979	RPS27A
P62942	FKBP1A
P62937	PPIA
P62917	RPL8
P62913	RPL11
P62910	RPL32
P62906	RPL10A
P62899	RPL31
P62888	RPL30
P62879	GNB2
P62877	RBX1
P62875	POLR2L
P62873	GNB1
P62861	FAU
P62857	RPS28
P62854	RPS26
P62851	RPS25
P62847	RPS24
P62841	RPS15
P62837	UBE2D2
P62834	RAP1A
P62829	RPL23
P62826	RAN
P62820	RAB1A
P62805	H4-16
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
P62753	RPS6
P62750	RPL23A
P62745	RHOB
P62714	PPP2CB
P62701	RPS4X
P62699	YPEL5
P62633	CNBP
P62495	ETF1
P62491	RAB11A
P62487	POLR2G
P62424	RPL7A
P62380	TBPL1
P62333	PSMC6
P62330	ARF6
P62318	SNRPD3
P62316	SNRPD2
P62314	SNRPD1
P62312	LSM6
P62310	LSM3
P62308	SNRPG
P62306	SNRPF
P62304	SNRPE
P62280	RPS11
P62277	RPS13
P62273	RPS29
P62269	RPS18
P62266	RPS23
P62263	RPS14
P62258	YWHAE
P62253	UBE2G1
P62249	RPS16
P62244	RPS15A
P62241	RPS8
P62195	PSMC5
P62191	PSMC1
P62140	PPP1CB
P62136	PPP1CA
P62081	RPS7
P62072	TIMM10
P62070	RRAS2
P61981	YWHAG
P61978	HNRNPK
P61970	NUTF2
P61966	AP1S1
P61964	WDR5
P61962	DCAF7
P61960	UFM1
P61956	SUMO2
P61927	RPL37
P61923	COPZ1
P61916	NPC2
P61764	STXBP1
P61758	VBP1
P61604	HSPE1
P61599	NAA20
P61586	RHOA
P61513	RPL37A
P61353	RPL27
P61313	RPL15
P61289	PSME3
P61254	RPL26
P61247	RPS3A
P61224	RAP1B
P61221	ABCE1
P61218	POLR2F
P61204	ARF3
P61201	COPS2
P61163	ACTR1A
P61160	ACTR2
P61158	ACTR3
P61106	RAB14
P61088	UBE2N
P61086	UBE2K
P61081	UBE2M
P61026	RAB10
P61024	CKS1B
P61020	RAB5B
P61019	RAB2A
P61018	RAB4B
P61011	SRP54
P61006	RAB8A
P60983	GMFB
P60981	DSTN
P60953	CDC42
P60903	S100A10
P60900	PSMA6
P60891	PRPS1
P60866	RPS20
P60842	EIF4A1
P60763	RAC3
P60660	MYL6
P60520	GABARAPL2
P60510	PPP4C
P60228	EIF3E
P60174	TPI1
P60033	CD81
P60008	HILS1
P60002	ELOF1
P59998	ARPC4
P59901	LILRA4
P58876	HIST1H2BD
P58546	MTPN
P58107	EPPK1
P57740	NUP107
P57737	CORO7
P57721	PCBP3
P57679	EVC
P57678	GEMIN4
P57081	WDR4
P57076	CFAP298
P57059	SIK1
P57053	H2BFS
P56545	CTBP2
P56537	EIF6
P56377	AP1S2
P56282	POLE2
P56277	CMC4
P56270	MAZ
P56211	ARPP19
P56192	MARS
P55957	BID
P55884	EIF3B
P55854	SUMO3
P55822	SH3BGR
P55809	OXCT1
P55795	HNRNPH2
P55789	GFER
P55786	NPEPPS
P55769	SNU13
P55735	SEC13
P55327	TPD52
P55268	LAMB2
P55265	ADAR
P55263	ADK
P55212	CASP6
P55210	CASP7
P55209	NAP1L1
P55199	ELL
P55196	AFDN
P55145	MANF
P55084	HADHB
P55081	MFAP1
P55072	VCP
P55060	CSE1L
P55039	DRG2
P55036	PSMD4
P55010	EIF5
P54886	ALDH18A1
P54819	AK2
P54802	NAGLU
P54762	EPHB1
P54756	EPHA5
P54727	RAD23B
P54725	RAD23A
P54687	BCAT1
P54652	HSPA2
P54619	PRKAG1
P54578	USP14
P54577	YARS
P54289	CACNA2D1
P54136	RARS
P54132	BLM
P54105	CLNS1A
P53999	SUB1
P53992	SEC24C
P53990	IST1
P53803	POLR2K
P53778	MAPK12
P53680	AP2S1
P53677	AP3M2
P53671	LIMK2
P53667	LIMK1
P53634	CTSC
P53621	COPA
P53618	COPB1
P53611	RABGGTB
P53609	PGGT1B
P53602	MVD
P53597	SUCLG1
P53582	METAP1
P53396	ACLY
P53384	NUBP1
P53367	ARFIP1
P53365	ARFIP2
P53041	PPP5C
P53004	BLVRA
P52948	NUP98
P52943	CRIP2
P52907	CAPZA1
P52888	THOP1
P52815	MRPL12
P52799	EFNB2
P52789	HK2
P52788	SMS
P52758	RIDA
P52732	KIF11
P52701	MSH6
P52657	GTF2A2
P52655	GTF2A1
P52597	HNRNPF
P52594	AGFG1
P52565	ARHGDIA
P52564	MAP2K6
P52435	POLR2J
P52434	POLR2H
P52306	RAP1GDS1
P52298	NCBP2
P52294	KPNA1
P52292	KPNA2
P52272	HNRNPM
P52209	PGD
P52179	MYOM1
P51991	HNRNPA3
P51948	MNAT1
P51946	CCNH
P51858	HDGF
P51812	RPS6KA3
P51809	VAMP7
P51795	CLCN5
P51784	USP11
P51688	SGSH
P51687	SUOX
P51668	UBE2D1
P51665	PSMD7
P51659	HSD17B4
P51654	GPC3
P51649	ALDH5A1
P51617	IRAK1
P51610	HCFC1
P51587	BRCA2
P51580	TPMT
P51572	BCAP31
P51570	GALK1
P51553	IDH3G
P51532	SMARCA4
P51530	DNA2
P51452	DUSP3
P51398	DAP3
P51397	DAP
P51168	SCNN1B
P51151	RAB9A
P51149	RAB7A
P51148	RAB5C
P51114	FXR1
P51003	PAPOLA
P50995	ANXA11
P50991	CCT4
P50990	CCT8
P50914	RPL14
P50897	PPT1
P50851	LRBA
P50750	CDK9
P50613	CDK7
P50583	NUDT2
P50579	METAP2
P50570	DNM2
P50552	VASP
P50542	PEX5
P50502	ST13
P50454	SERPINH1
P50402	EMD
P50395	GDI2
P50226	SULT1A2
P50213	IDH3A
P50135	HNMT
P50053	KHK
P49959	MRE11
P49915	GMPS
P49914	MTHFS
P49903	SEPHS1
P49902	NT5C2
P49848	TAF6
P49841	GSK3B
P49840	GSK3A
P49821	NDUFV1
P49815	TSC2
P49792	RANBP2
P49790	NUP153
P49773	HINT1
P49770	EIF2B2
P49756	RBM25
P49755	TMED10
P49750	YLPM1
P49748	ACADVL
P49736	MCM2
P49721	PSMB2
P49720	PSMB3
P49711	CTCF
P49674	CSNK1E
P49643	PRIM2
P49642	PRIM1
P49593	PPM1F
P49591	SARS
P49590	HARS2
P49589	CARS
P49588	AARS
P49585	PCYT1A
P49459	UBE2A
P49458	SRP9
P49454	CENPF
P49441	INPP1
P49419	ALDH7A1
P49418	AMPH
P49411	TUFM
P49407	ARRB1
P49406	MRPL19
P49368	CCT3
P49366	DHPS
P49356	FNTB
P49354	FNTA
P49327	FASN
P49326	FMO5
P49321	NASP
P49238	CX3CR1
P49207	RPL34
P49189	ALDH9A1
P49137	MAPKAPK2
P49116	NR2C2
P49023	PXN
P49006	MARCKSL1
P49005	POLD2
P48739	PITPNB
P48735	IDH2
P48729	CSNK1A1
P48723	HSPA13
P48643	CCT5
P48637	GSS
P48634	PRRC2A
P48556	PSMD8
P48507	GCLM
P48506	GCLC
P48444	ARCN1
P48426	PIP4K2A
P48200	IREB2
P48163	ME1
P48147	PREP
P48059	LIMS1
P47985	UQCRFS1
P47914	RPL29
P47897	QARS
P47895	ALDH1A3
P47813	EIF1AX
P47756	CAPZB
P47755	CAPZA2
P47712	PLA2G4A
P46976	GYG1
P46940	IQGAP1
P46939	UTRN
P46937	YAP1
P46926	GNPDA1
P46821	MAP1B
P46783	RPS10
P46782	RPS5
P46781	RPS9
P46779	RPL28
P46778	RPL21
P46777	RPL5
P46776	RPL27A
P46736	BRCC3
P46734	MAP2K3
P46721	SLCO1A2
P46459	NSF
P46379	BAG6
P46109	CRKL
P46108	CRK
P46087	NOP2
P46063	RECQL
P46060	RANGAP1
P46020	PHKA1
P46019	PHKA2
P46013	MKI67
P45985	MAP2K4
P45984	MAPK9
P45974	USP5
P45973	CBX5
P45954	ACADSB
P45877	PPIC
P43897	TSFM
P43686	PSMC4
P43490	NAMPT
P43487	RANBP1
P43246	MSH2
P43243	MATR3
P43034	PAFAH1B1
P42858	HTT
P42785	PRCP
P42773	CDKN2C
P42771	CDKN2A
P42766	RPL35
P42765	ACAA2
P42704	LRPPRC
P42696	RBM34
P42695	NCAPD3
P42694	HELZ
P42677	RPS27
P42575	CASP2
P42574	CASP3
P42566	EPS15
P42356	PI4KA
P42345	MTOR
P42338	PIK3CB
P42285	MTREX
P42224	STAT1
P42167	TMPO
P42166	TMPO
P42126	ECI1
P42025	ACTR1B
P41743	PRKCI
P41594	GRM5
P41567	EIF1
P41252	IARS
P41250	GARS
P41240	CSK
P41236	PPP1R2
P41227	NAA10
P41223	BUD31
P41214	EIF2D
P41208	CETN2
P41091	EIF2S3
P40939	HADHA
P40938	RFC3
P40937	RFC5
P40926	MDH2
P40925	MDH1
P40855	PEX19
P40818	USP8
P40763	STAT3
P40616	ARL1
P40429	RPL13A
P40238	MPL
P40227	CCT6A
P40222	TXLNA
P40121	CAPG
P39748	FEN1
P39687	ANP32A
P39023	RPL3
P39019	RPS19
P38919	EIF4A3
P38646	HSPA9
P38606	ATP6V1A
P38571	LIPA
P38159	RBMX
P38117	ETFB
P37840	SNCA
P37837	TALDO1
P37802	TAGLN2
P37231	PPARG
P37198	NUP62
P37108	SRP14
P36969	GPX4
P36957	DLST
P36954	POLR2I
P36915	GNL1
P36873	PPP1CC
P36871	PGM1
P36776	LONP1
P36639	NUDT1
P36578	RPL4
P36551	CPOX
P36543	ATP6V1E1
P36542	ATP5F1C
P36508	ZNF76
P36507	MAP2K2
P36405	ARL3
P36404	ARL2
P35998	PSMC2
P35916	FLT4
P35914	HMGCL
P35908	KRT2
P35869	AHR
P35813	PPM1A
P35754	GLRX
P35749	MYH11
P35711	SOX5
P35659	DEK
P35658	NUP214
P35637	FUS
P35613	BSG
P35612	ADD2
P35611	ADD1
P35606	COPB2
P35580	MYH10
P35579	MYH9
P35573	AGL
P35527	KRT9
P35520	CBS
P35368	ADRA1B
P35270	SPR
P35269	GTF2F1
P35268	RPL22
P35251	RFC1
P35250	RFC2
P35249	RFC4
P35244	RPA3
P35241	RDX
P35240	NF2
P35237	SERPINB6
P35232	PHB
P35222	CTNNB1
P35221	CTNNA1
P35219	CA8
P35080	PFN2
P34949	MPI
P34932	HSPA4
P34931	HSPA1L
P34925	RYK
P34913	EPHX2
P34897	SHMT2
P34896	SHMT1
P34059	GALNS
P33993	MCM7
P33992	MCM5
P33991	MCM4
P33981	TTK
P33552	CKS2
P33316	DUT
P33240	CSTF2
P33176	KIF5B
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
P32942	ICAM3
P32929	CTH
P32322	PYCR1
P32321	DCTD
P32119	PRDX2
P31949	S100A11
P31948	STIP1
P31946	YWHAB
P31943	HNRNPH1
P31942	HNRNPH3
P31939	ATIC
P31937	HIBADH
P31751	AKT2
P31689	DNAJA1
P31483	TIA1
P31350	RRM2
P31323	PRKAR2B
P31273	HOXC8
P31153	MAT2A
P31150	GDI1
P31146	CORO1A
P31040	SDHA
P30876	POLR2B
P30837	ALDH1B1
P30793	GCH1
P30740	SERPINB1
P30626	SRI
P30622	CLIP1
P30613	PKLR
